-5.381064414978027344e-01 1.765412712097167969e+01
-3.867041587829589844e+00 -5.902471160888671875e+01
3.182298660278320312e+00 3.567850112915039062e+01
-8.007941246032714844e-01 -1.704730272293090820e+00
3.222709655761718750e+00 3.163420677185058594e+01
3.303947448730468750e-01 1.233275699615478516e+01
3.523001194000244141e+00 4.200694274902343750e+01
-8.171420097351074219e-01 1.104650592803955078e+01
3.373586654663085938e+00 5.083616638183593750e+01
-2.774971008300781250e+00 -1.665332031250000000e+01
-2.267413139343261719e+00 -1.189330577850341797e+01
-3.103783130645751953e+00 -2.820497131347656250e+01
9.768199920654296875e-02 -2.750077545642852783e-01
6.685037612915039062e-01 -5.131107568740844727e-01
-7.704505920410156250e-01 -6.953611373901367188e-01
2.823021888732910156e+00 2.092826271057128906e+01
2.899684906005859375e+00 3.571016693115234375e+01
3.677063465118408203e+00 5.748183059692382812e+01
-2.087739944458007812e+00 -1.379948616027832031e+00
-3.865903377532958984e+00 -6.109796142578125000e+01
-2.019920825958251953e+00 -9.031564712524414062e+00
2.537838935852050781e+00 3.909063720703125000e+01
-1.540706634521484375e+00 -6.208365917205810547e+00
-3.466424942016601562e+00 -4.223176956176757812e+01
4.158744812011718750e-01 1.424914550781250000e+01
9.959163665771484375e-01 2.270467185974121094e+01
3.021356582641601562e+00 2.950460815429687500e+01
3.240411758422851562e+00 4.602872467041015625e+01
1.127476692199707031e+00 -8.299695253372192383e-01
3.985564708709716797e+00 6.317432022094726562e+01
1.162402629852294922e+00 1.176348781585693359e+01
-1.206083297729492188e-01 1.328496170043945312e+01
1.231801509857177734e+00 -3.323430299758911133e+00
-2.591568946838378906e+00 -1.928431701660156250e+01
2.878416061401367188e+00 2.797139739990234375e+01
-2.497397422790527344e+00 -4.754481315612792969e+00
-8.370809555053710938e-01 -2.345637798309326172e+00
3.603964805603027344e+00 4.801213073730468750e+01
2.191415786743164062e+00 1.334511375427246094e+01
-1.281881809234619141e+00 2.619225740432739258e+00
-2.961412906646728516e+00 -2.922604370117187500e+01
2.855944633483886719e-01 1.527381062507629395e+00
1.524690151214599609e+00 6.899331092834472656e+00
4.715600013732910156e-01 1.046977519989013672e+01
2.537627220153808594e-01 -2.244099855422973633e+00
2.206098079681396484e+00 1.066573524475097656e+01
-3.140940666198730469e-01 -4.016606330871582031e+00
-3.206225872039794922e+00 -3.435261917114257812e+01
-5.667333602905273438e-01 -1.530421018600463867e+00
6.316566467285156250e-02 9.489457130432128906e+00
-2.529767990112304688e+00 -1.087265205383300781e+01
1.554109573364257812e+00 2.286911249160766602e+00
-1.125950813293457031e-01 7.265410900115966797e+00
-3.323827743530273438e+00 -3.855802154541015625e+01
-2.522320747375488281e-01 -2.740709543228149414e+00
-3.045220851898193359e+00 -2.166442871093750000e+01
5.189299583435058594e-01 1.398967838287353516e+01
1.150113105773925781e+00 9.434100389480590820e-01
1.344691276550292969e+00 1.099207210540771484e+01
2.968335151672363281e+00 2.489565277099609375e+01
-1.907969474792480469e+00 -5.588254451751708984e+00
1.335454940795898438e+00 1.412325954437255859e+01
3.991635322570800781e+00 6.676941680908203125e+01
2.703287124633789062e+00 1.871857833862304688e+01
-1.334407329559326172e+00 -1.726130366325378418e+00
2.840323448181152344e-01 -1.426433086395263672e+00
2.364582538604736328e+00 1.174625778198242188e+01
-1.020139694213867188e+00 1.561351418495178223e+00
