295.71,0.0,95.64,171.54,8.87,955.14,859.2,14.0,35.232224
143.0,169.0,143.0,191.0,8.0,967.0,643.0,28.0,29.72331
424.0,22.0,132.0,168.0,8.92,822.0,750.0,3.0,32.109882
231.75,0.0,121.62,173.96,6.72,1056.4,778.45,100.0,45.836365
251.37,0.0,118.27,188.45,6.35,1028.4,757.73,28.0,32.660477
480.0,0.0,0.0,192.0,0.0,936.2,712.2,3.0,24.404692
388.6,97.1,0.0,157.9,12.1,852.1,925.7,7.0,34.901276
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,14.0,59.76378
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56.0,64.30053
213.76,98.06,24.52,181.74,6.65,1066.0,785.52,28.0,40.230923
387.0,20.0,94.0,157.0,11.61,938.0,845.0,56.0,61.459892
236.0,157.0,0.0,192.0,0.0,972.6,749.1,90.0,47.782066
322.0,149.0,0.0,186.0,8.0,951.0,709.0,28.0,52.42086
339.0,0.0,0.0,185.0,0.0,1069.0,754.0,28.0,31.840002
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,3.0,15.044366
313.0,145.0,0.0,127.0,8.0,1000.0,822.0,28.0,44.519466
251.81,0.0,99.94,146.14,12.35,1006.0,899.76,56.0,44.140255
182.04,45.21,121.97,170.21,8.19,1059.4,780.65,100.0,48.670113
342.0,38.0,0.0,228.0,0.0,932.0,670.0,270.0,55.064312
387.0,20.0,94.0,157.0,13.93,938.0,845.0,7.0,45.89842
300.0,0.0,120.0,212.0,10.0,878.0,728.0,28.0,23.835186
359.0,19.0,141.0,154.0,10.91,942.0,801.0,3.0,25.116625
322.0,0.0,116.0,196.0,10.0,818.0,813.0,28.0,31.178104
387.0,20.0,94.0,157.0,11.61,938.0,845.0,3.0,34.770275
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,120.0,40.85835
166.0,259.7,0.0,183.2,12.7,858.8,826.8,28.0,37.91704
173.81,93.37,159.9,172.34,9.73,1007.2,746.6,14.0,29.550941
213.76,98.06,24.52,181.74,6.65,1066.0,785.52,14.0,17.836744
250.0,0.0,95.69,187.42,5.53,956.86,861.17,14.0,24.917664
337.9,189.0,0.0,174.9,9.5,944.7,755.8,91.0,67.79617
385.0,0.0,0.0,186.0,0.0,966.0,763.0,7.0,23.221552
173.0,116.0,0.0,192.0,0.0,946.8,856.8,3.0,6.9409547
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,90.0,35.76312
183.9,122.6,0.0,203.5,0.0,959.2,800.0,7.0,10.787541
339.0,0.0,0.0,197.0,0.0,968.0,781.0,7.0,20.966965
213.74,0.0,174.74,154.79,10.16,1053.5,776.35,14.0,33.729164
279.8,128.9,100.4,172.4,9.5,825.1,804.9,28.0,52.82696
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,14.0,20.918701
298.1,0.0,107.0,186.4,6.1,879.0,815.2,28.0,42.64409
203.5,135.7,0.0,185.7,0.0,1076.2,759.3,28.0,22.629982
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56.0,64.30053
273.0,105.0,82.0,210.0,9.0,904.0,680.0,28.0,37.16965
310.0,143.0,111.0,168.0,22.0,914.0,651.0,28.0,33.687798
