7.148,21.0,38976.773,2678.076,9140.498,332.045,332.045,833.153,288.0,695.75,2.954,0.998,15.366,1.035,44.239,0.876,0.953,0.994
3.144,9.0,8380.188,1386.762,7135.637,60.371,60.371,596.009,288.0,585.495,1.388,0.998,7.494,1.02,12.678,0.251,0.952,0.986
3.144,9.0,8379.184,1386.757,7120.212,60.356,60.356,589.008,288.0,582.854,1.389,0.998,7.477,1.02,12.408,0.246,0.962,0.989
5.14,15.0,21626.416,1924.332,8472.033,175.255,175.255,692.594,288.0,632.295,2.086,0.998,11.054,1.027,24.392,0.483,0.991,0.993
6.175,18.0,29773.47,2307.178,8813.14,246.017,246.017,767.42,288.0,665.729,2.507,0.998,13.189,1.03,33.838,0.67,0.979,0.991
5.14,15.0,21629.684,1924.327,8479.667,175.253,175.253,703.924,288.0,636.307,2.084,0.998,11.091,1.026,24.972,0.494,0.978,0.988
4.161,12.0,14719.397,1547.454,7738.022,113.747,113.747,628.733,288.0,602.652,1.662,0.998,8.891,1.023,16.678,0.33,0.989,0.992
3.144,9.0,8373.893,1386.72,7020.374,60.296,60.296,578.226,288.0,576.019,1.393,0.998,7.545,1.021,12.03,0.238,0.999,0.982
4.161,12.0,14717.355,1547.444,7703.13,113.731,113.731,632.95,288.0,602.403,1.665,0.998,8.979,1.023,16.913,0.335,0.997,0.983
9.3,27.0,72779.2,3560.412,9770.421,644.987,644.987,1069.225,288.0,777.394,4.499,0.998,22.341,1.05,88.337,1.749,0.973,0.998
9.3,27.0,72771.05,3560.403,9753.989,644.833,644.833,1066.124,288.0,775.318,4.52,0.998,22.612,1.051,88.465,1.751,0.982,0.99
8.206,24.0,50994.04,3087.503,9308.559,438.085,438.085,918.218,288.0,730.689,3.584,0.998,18.411,1.042,59.917,1.186,0.977,0.99
6.175,18.0,29790.812,2307.471,8821.786,246.187,246.187,797.214,288.0,674.909,2.504,0.998,13.368,1.03,35.605,0.705,0.956,0.975
2.088,6.0,5133.913,1394.171,6844.106,31.497,31.497,549.062,288.0,566.344,1.281,0.998,6.827,1.02,0.0,0.188,0.975,0.999
9.3,27.0,72776.62,3560.403,9751.525,644.999,644.999,1046.859,288.0,770.356,4.521,0.998,22.412,1.051,86.67,1.716,0.992,1.0
3.144,9.0,8374.475,1386.731,7032.87,60.299,60.299,574.299,288.0,575.306,1.393,0.998,7.509,1.021,11.863,0.235,0.999,0.987
3.144,9.0,8377.377,1386.747,7077.475,60.331,60.331,599.016,288.0,584.268,1.391,0.998,7.581,1.02,12.83,0.254,0.965,0.975
5.14,15.0,21636.553,1924.325,8498.169,175.318,175.318,721.401,288.0,643.158,2.077,0.998,11.111,1.026,25.824,0.511,0.954,0.983
4.161,12.0,14721.41,1547.457,7756.44,113.752,113.752,646.325,288.0,608.249,1.661,0.998,8.972,1.022,17.465,0.346,0.971,0.981
1.138,3.0,7363.804,1360.545,6707.518,8.212,8.212,661.188,288.0,577.592,1.332,0.998,7.204,1.019,12.542,0.325,0.961,0.991
4.161,12.0,14722.365,1547.46,7768.335,113.764,113.764,651.316,288.0,610.097,1.66,0.998,8.984,1.022,17.678,0.35,0.964,0.979
4.161,12.0,14721.121,1547.455,7750.515,113.759,113.759,648.981,288.0,608.734,1.661,0.998,9.0,1.022,17.593,0.348,0.971,0.978
8.206,24.0,50995.887,3087.525,9315.465,437.963,437.963,948.732,288.0,740.145,3.58,0.998,18.649,1.041,62.244,1.232,0.955,0.975
6.175,18.0,29761.082,2306.834,8785.068,245.964,245.964,774.566,288.0,665.294,2.516,0.998,13.392,1.03,34.424,0.682,0.993,0.978
5.14,15.0,21636.848,1924.329,8499.994,175.287,175.287,719.447,288.0,642.794,2.077,0.998,11.088,1.026,25.712,0.509,0.954,0.985
1.138,3.0,4102.523,1361.783,6606.021,8.175,8.175,566.863,288.0,560.4,1.239,0.998,6.738,1.019,13.225,0.215,0.995,0.979
