237.5,237.5,0.0,228.0,0.0,932.0,594.0,7.0,26.258003
152.0,178.0,139.0,168.0,18.0,944.0,695.0,28.0,36.349174
234.0,156.0,0.0,189.0,5.85,981.0,760.0,28.0,39.300133
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56.0,77.29716
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28.0,60.294678
304.0,76.0,0.0,228.0,0.0,932.0,670.0,365.0,55.260124
102.0,153.0,0.0,192.0,0.0,887.0,942.0,90.0,25.46097
153.0,102.0,0.0,192.0,0.0,888.0,943.1,90.0,26.322815
236.0,0.0,0.0,194.0,0.0,968.0,885.0,14.0,12.838043
102.0,153.0,0.0,192.0,0.0,887.0,942.0,28.0,17.27551
212.52,0.0,100.37,159.32,8.71,1007.8,903.59,14.0,26.310404
254.0,0.0,0.0,198.0,0.0,968.0,863.0,180.0,27.627304
266.0,114.0,0.0,228.0,0.0,932.0,670.0,270.0,51.73276
146.0,230.0,0.0,202.0,3.0,827.0,872.0,28.0,33.060375
273.0,105.0,82.0,210.0,9.0,904.0,680.0,28.0,37.16965
233.81,0.0,94.58,197.89,4.567,947.04,852.16,100.0,34.556538
141.9,166.6,129.7,173.5,10.9,882.6,785.3,28.0,44.611855
156.0,243.0,0.0,180.0,11.0,1022.0,698.0,28.0,37.362705
200.0,133.0,0.0,192.0,0.0,965.4,806.2,3.0,11.414275
190.0,190.0,0.0,228.0,0.0,932.0,670.0,180.0,46.931942
102.0,153.0,0.0,192.0,0.0,887.0,942.0,3.0,4.5650206
252.31,0.0,98.75,146.25,14.17,987.76,889.01,100.0,60.949677
262.0,111.0,86.0,195.0,5.0,895.0,733.0,28.0,33.715378
213.76,98.06,24.52,181.74,6.65,1066.0,785.52,14.0,17.836744
238.0,0.0,0.0,186.0,0.0,1119.0,789.0,28.0,17.54027
198.6,132.4,0.0,192.0,0.0,978.4,825.5,90.0,38.074245
336.5,0.0,0.0,181.9,3.4,985.8,816.8,28.0,44.86834
424.0,22.0,132.0,168.0,8.92,822.0,750.0,28.0,72.0985
212.0,141.3,0.0,203.5,0.0,973.4,750.0,90.0,39.700027
238.05,0.0,94.11,186.66,7.0,949.91,847.01,56.0,39.58971
164.0,0.0,200.0,181.0,13.0,849.0,846.0,28.0,15.085735
337.9,189.0,0.0,174.9,9.5,944.7,755.8,3.0,24.097187
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,90.0,37.914284
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7.0,49.201008
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,3.0,14.940945
249.1,0.0,98.75,158.11,12.8,987.76,889.01,28.0,30.847157
173.0,116.0,0.0,192.0,0.0,946.8,856.8,90.0,32.10269
157.0,236.0,0.0,192.0,0.0,935.4,781.2,3.0,9.694722
193.5,290.2,0.0,185.7,0.0,998.2,704.3,28.0,32.626694
480.0,0.0,0.0,192.0,0.0,936.0,721.0,3.0,24.393661
252.31,0.0,98.75,146.25,14.17,987.76,889.01,3.0,21.780546
238.2,158.8,0.0,185.7,0.0,1040.6,734.3,28.0,26.913696
289.0,0.0,0.0,192.0,0.0,913.2,895.3,90.0,32.06822
153.0,145.0,0.0,178.0,8.0,1000.0,822.0,28.0,19.008854
173.54,50.05,173.53,164.77,6.47,1006.2,793.5,28.0,38.203865
150.0,237.0,0.0,174.0,12.0,1069.0,675.0,28.0,37.431652
385.0,0.0,0.0,186.0,0.0,966.0,763.0,28.0,31.350473
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,3.0,19.519066
302.0,0.0,0.0,203.0,0.0,974.0,817.0,14.0,18.126324
200.0,133.0,0.0,192.0,0.0,965.4,806.2,90.0,43.250828
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3.0,35.30117
225.0,0.0,0.0,181.0,0.0,1113.0,833.0,7.0,11.169511
475.0,118.8,0.0,181.1,8.9,852.1,781.5,56.0,72.298454
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,28.0,24.483294
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,7.0,14.203206
116.0,173.0,0.0,192.0,0.0,909.8,891.9,7.0,10.089792
136.0,162.0,126.0,172.0,10.0,923.0,764.0,28.0,29.068308
203.5,135.7,0.0,185.7,0.0,1076.2,759.3,28.0,22.629982
359.0,19.0,141.0,154.0,10.91,942.0,801.0,3.0,25.116625
295.71,0.0,95.64,171.54,8.87,955.14,859.2,56.0,48.718372
213.5,0.0,174.24,159.21,11.66,1043.6,771.9,14.0,29.59231
446.0,24.0,79.0,162.0,11.64,967.0,712.0,28.0,44.42294
333.0,0.0,0.0,192.0,0.0,931.2,842.6,28.0,31.966866
213.72,98.05,24.51,181.71,6.86,1065.8,785.38,56.0,50.773014
238.05,0.0,94.11,186.66,7.0,949.91,847.01,28.0,30.233522
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3.0,35.30117
218.23,54.64,123.78,140.75,11.91,1075.7,792.67,3.0,27.42046
277.19,97.82,24.46,160.7,11.19,1061.7,782.46,100.0,66.94812
388.6,97.1,0.0,157.9,12.1,852.1,925.7,7.0,34.901276
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,3.0,12.451937
237.5,237.5,0.0,228.0,0.0,932.0,594.0,180.0,36.251957
192.0,288.0,0.0,192.0,0.0,929.8,716.1,28.0,39.321507
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,90.0,39.358047
