0.62,808.5,367.5,220.5,3.5,3.0,0.1,5.0,12.74,13.97
0.9,563.5,318.5,122.5,7.0,3.0,0.1,2.0,29.68,29.44
0.9,563.5,318.5,122.5,7.0,3.0,0.4,2.0,36.57,35.39
0.79,637.0,343.0,147.0,7.0,2.0,0.25,2.0,38.57,43.86
0.9,563.5,318.5,122.5,7.0,4.0,0.4,5.0,34.72,38.79
0.64,784.0,343.0,220.5,3.5,2.0,0.25,4.0,16.99,19.65
0.64,784.0,343.0,220.5,3.5,3.0,0.1,4.0,15.19,19.25
0.98,514.5,294.0,110.25,7.0,3.0,0.25,3.0,28.56,29.78
0.71,710.5,269.5,220.5,3.5,2.0,0.4,1.0,14.51,17.1
0.86,588.0,294.0,147.0,7.0,5.0,0.1,1.0,25.27,31.73
0.66,759.5,318.5,220.5,3.5,2.0,0.4,5.0,14.96,17.64
0.9,563.5,318.5,122.5,7.0,3.0,0.25,2.0,33.27,32.64
0.82,612.5,318.5,147.0,7.0,3.0,0.25,4.0,24.96,29.43
0.66,759.5,318.5,220.5,3.5,4.0,0.4,2.0,15.09,18.36
0.69,735.0,294.0,220.5,3.5,5.0,0.25,2.0,12.95,15.99
0.79,637.0,343.0,147.0,7.0,5.0,0.25,2.0,38.98,45.97
0.79,637.0,343.0,147.0,7.0,5.0,0.0,0.0,28.75,39.44
0.66,759.5,318.5,220.5,3.5,5.0,0.4,4.0,15.3,18.24
0.62,808.5,367.5,220.5,3.5,4.0,0.25,3.0,13.95,14.89
0.76,661.5,416.5,122.5,7.0,3.0,0.1,2.0,32.4,34.07
0.82,612.5,318.5,147.0,7.0,3.0,0.25,5.0,25.17,26.08
0.74,686.0,245.0,220.5,3.5,4.0,0.1,4.0,10.07,13.21
0.82,612.5,318.5,147.0,7.0,5.0,0.1,3.0,23.87,24.93
0.64,784.0,343.0,220.5,3.5,5.0,0.4,3.0,18.46,21.53
0.74,686.0,245.0,220.5,3.5,3.0,0.4,1.0,14.61,17.25
0.9,563.5,318.5,122.5,7.0,2.0,0.4,3.0,34.24,37.26
0.62,808.5,367.5,220.5,3.5,2.0,0.4,2.0,16.76,17.36
0.62,808.5,367.5,220.5,3.5,4.0,0.1,4.0,13.0,14.28
0.79,637.0,343.0,147.0,7.0,2.0,0.4,3.0,41.26,46.44
0.71,710.5,269.5,220.5,3.5,4.0,0.4,5.0,12.76,15.33
0.98,514.5,294.0,110.25,7.0,3.0,0.4,2.0,32.71,33.13
0.9,563.5,318.5,122.5,7.0,3.0,0.4,1.0,37.24,36.38
0.66,759.5,318.5,220.5,3.5,4.0,0.1,2.0,11.33,15.0
0.69,735.0,294.0,220.5,3.5,3.0,0.4,5.0,14.28,15.87
0.86,588.0,294.0,147.0,7.0,4.0,0.1,4.0,26.33,31.06
0.79,637.0,343.0,147.0,7.0,3.0,0.4,4.0,41.73,47.59
0.64,784.0,343.0,220.5,3.5,2.0,0.4,5.0,17.69,20.82
0.66,759.5,318.5,220.5,3.5,3.0,0.1,1.0,11.69,13.72
0.79,637.0,343.0,147.0,7.0,5.0,0.25,3.0,39.83,36.87
0.71,710.5,269.5,220.5,3.5,4.0,0.4,1.0,14.5,17.12
0.76,661.5,416.5,122.5,7.0,5.0,0.25,1.0,36.43,36.62
0.66,759.5,318.5,220.5,3.5,3.0,0.1,5.0,11.34,14.81
0.62,808.5,367.5,220.5,3.5,5.0,0.0,0.0,8.5,12.04
0.64,784.0,343.0,220.5,3.5,5.0,0.1,3.0,15.36,19.29
0.69,735.0,294.0,220.5,3.5,2.0,0.1,4.0,11.18,14.29
0.64,784.0,343.0,220.5,3.5,4.0,0.1,1.0,15.42,19.34
0.86,588.0,294.0,147.0,7.0,2.0,0.0,0.0,19.5,27.3
0.82,612.5,318.5,147.0,7.0,5.0,0.25,3.0,25.17,26.41
0.9,563.5,318.5,122.5,7.0,5.0,0.4,4.0,36.57,36.1
0.79,637.0,343.0,147.0,7.0,2.0,0.25,3.0,39.04,45.13
0.69,735.0,294.0,220.5,3.5,3.0,0.1,1.0,11.13,14.61
0.9,563.5,318.5,122.5,7.0,3.0,0.25,3.0,32.4,35.1
0.71,710.5,269.5,220.5,3.5,5.0,0.1,3.0,10.7,13.87
0.62,808.5,367.5,220.5,3.5,4.0,0.25,1.0,15.08,15.77
0.82,612.5,318.5,147.0,7.0,4.0,0.4,2.0,28.64,28.95
