316.1,210.7,0.0,185.7,0.0,977.0,689.3,7.0,24.437788
167.95,42.08,163.83,121.75,5.72,1058.7,780.11,14.0,17.822954
310.0,0.0,0.0,192.0,0.0,970.0,850.0,180.0,37.32823
439.0,177.0,0.0,186.0,11.1,884.9,707.9,3.0,39.300133
296.0,0.0,107.0,221.0,11.0,819.0,778.0,28.0,31.419422
165.0,128.5,132.1,175.06,8.08,1005.8,746.6,14.0,33.08795
203.5,305.3,0.0,203.5,0.0,963.4,630.0,7.0,19.53906
388.6,97.1,0.0,157.9,12.1,852.1,925.7,56.0,55.199448
212.57,0.0,100.39,159.35,10.37,1003.8,903.79,56.0,44.39536
288.4,121.0,0.0,177.4,7.0,907.9,829.5,28.0,42.140083
284.0,15.0,141.0,179.0,5.46,842.0,801.0,7.0,24.13166
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,91.0,66.59649
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,90.0,35.76312
303.6,139.9,0.0,213.5,6.2,895.5,722.5,28.0,33.41959
250.2,166.8,0.0,203.5,0.0,977.6,694.1,28.0,36.964188
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,360.0,44.69804
359.0,19.0,141.0,154.0,10.91,942.0,801.0,3.0,23.639177
148.1,0.0,182.1,181.4,15.0,838.9,884.3,28.0,15.52631
233.81,0.0,94.58,197.89,4.567,947.04,852.16,28.0,22.835445
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,7.0,25.44787
297.16,0.0,117.54,174.8,9.52,1022.8,753.45,14.0,36.990387
213.5,0.0,174.24,159.21,11.66,1043.6,771.9,56.0,51.255646
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56.0,77.29716
144.0,136.0,106.0,178.0,7.0,941.0,774.0,28.0,26.14493
531.3,0.0,0.0,141.8,28.2,852.1,893.7,7.0,46.89816
388.6,97.1,0.0,157.9,12.1,852.1,925.7,91.0,57.598824
249.1,0.0,98.75,158.11,12.8,987.76,889.01,28.0,30.847157
236.9,91.7,71.5,246.9,6.0,852.9,695.4,28.0,28.6298
277.0,0.0,0.0,191.0,0.0,968.0,856.0,14.0,21.26344
385.0,0.0,0.0,186.0,0.0,966.0,763.0,14.0,27.923779
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,28.0,67.30665
374.0,189.2,0.0,170.1,10.1,926.1,756.7,3.0,34.397957
480.0,0.0,0.0,192.0,0.0,936.0,721.0,3.0,24.393661
237.5,237.5,0.0,228.0,0.0,932.0,594.0,270.0,38.40795
310.0,0.0,0.0,192.0,0.0,970.0,850.0,7.0,14.989208
236.0,157.0,0.0,192.0,0.0,972.6,749.1,3.0,13.56544
213.74,0.0,174.74,154.79,10.16,1053.5,776.35,56.0,46.64305
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,3.0,9.445821
337.9,189.0,0.0,174.9,9.5,944.7,755.8,28.0,49.897377
173.81,93.37,159.9,172.34,9.73,1007.2,746.6,100.0,50.938488
376.0,0.0,0.0,214.6,0.0,1003.5,762.36,3.0,16.278528
331.0,0.0,0.0,192.0,0.0,978.0,825.0,90.0,37.231705
213.76,98.06,24.52,181.74,6.65,1066.0,785.52,28.0,40.230923
355.9,0.0,141.6,193.3,11.0,801.4,778.4,28.0,40.86869
250.0,0.0,95.69,191.84,5.33,948.9,857.2,100.0,41.161716
218.23,54.64,123.78,140.75,11.91,1075.7,792.67,56.0,61.990788
318.8,212.5,0.0,155.7,14.3,852.1,880.4,7.0,33.398216
275.07,0.0,121.35,159.48,9.9,1053.6,777.5,28.0,51.33149
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,56.0,54.89608
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,91.0,76.80073
198.6,132.4,0.0,192.0,0.0,978.4,825.5,7.0,14.638265
213.76,98.06,24.52,181.74,6.65,1066.0,785.52,56.0,47.13258
375.0,93.8,0.0,126.6,23.4,852.1,992.6,3.0,28.999361
313.3,145.0,0.0,178.5,8.0,1001.9,688.7,28.0,41.05347
182.04,45.21,121.97,170.21,8.19,1059.4,780.65,3.0,7.3153405
238.0,0.0,0.0,185.0,0.0,1118.0,789.0,28.0,17.54027
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56.0,77.29716
332.5,142.5,0.0,228.0,0.0,932.0,594.0,7.0,30.275581
155.2,183.9,143.2,193.8,9.2,879.6,698.5,28.0,28.991087
200.0,133.0,0.0,192.0,0.0,965.4,806.2,28.0,30.439676
150.9,0.0,183.9,166.6,11.6,991.2,772.2,28.0,15.569747
236.0,157.0,0.0,192.0,0.0,972.6,749.1,7.0,20.416075
181.38,0.0,167.01,169.59,7.56,1055.6,777.8,14.0,21.601284
192.0,288.0,0.0,192.0,0.0,929.8,716.1,3.0,12.788401
155.0,0.0,143.0,193.0,9.0,1047.0,697.0,28.0,12.458832
153.0,145.0,0.0,178.0,8.0,1000.0,822.0,28.0,19.008854
400.0,0.0,0.0,187.0,0.0,1025.0,745.0,7.0,30.14389
153.0,102.0,0.0,192.0,0.0,888.0,943.1,3.0,4.7822056
218.23,54.64,123.78,140.75,11.91,1075.7,792.67,100.0,63.52832
151.8,178.1,138.7,167.5,18.3,944.0,694.6,28.0,36.349865
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56.0,64.30053
446.0,24.0,79.0,162.0,11.64,967.0,712.0,28.0,51.021225
238.2,158.8,0.0,185.7,0.0,1040.6,734.3,7.0,15.691094
