-1.5542098,-1.0634092,1.1147147,0.7090462,-0.742018,-1.1052349,0.94590753,0.3982581,0.8329118
1.3644215,-0.63097346,-1.2622478,-1.1121697,0.5355844,-0.37657568,0.04199405,-1.4525766,1.1044064
0.7448651,-1.1463451,0.34777454,-0.24081215,0.9089089,-1.4398432,-0.86817884,-0.46006095,0.56387365
-1.380014,0.39192334,0.9826023,1.3057353,1.2477137,-0.28277183,1.345181,-1.0206476,0.18338807
-1.0128626,0.4446244,-0.65875685,-0.35983732,0.9496835,1.1329358,0.3576447,-0.5548489,0.8169307
-0.27365434,-1.2067832,-1.0131141,-1.3904805,0.24849209,1.131715,-0.54202497,1.0775696,1.2254924
-1.2275019,1.1650577,-0.0003464607,-0.7105829,0.784865,-1.007073,-0.045992784,-0.69766563,1.0295157
-1.0618727,0.19694574,-0.7099095,-1.3410131,-0.16566561,-0.75227517,-0.84476584,1.1923248,0.6524307
-0.81133515,-1.2017994,0.044375762,0.21628658,1.1998386,0.9765927,-0.5217619,1.021244,1.1694897
-1.0567802,0.0018499338,-0.54904157,1.4622828,-1.3694535,-0.5780078,-0.012089705,-1.5281222,0.572676
0.9488669,-0.12087852,0.07287957,1.457202,-1.0142128,-1.5336064,1.2589941,-1.0531667,0.33731535
1.510441,-0.45402542,0.9250866,1.1117218,0.15312622,-0.11541619,-0.8981788,-0.12572683,0.58843267
-1.2401953,0.81348276,0.44029257,-1.5429575,-1.1578227,-1.4242195,-0.0049152477,0.68609655,0.2938167
-1.2158797,-0.38521135,-1.3921382,0.16463126,0.15042275,-1.49197,0.05038891,-1.0987827,1.0961281
-1.0492921,-0.53707683,0.7008236,-0.074767634,0.87319833,0.80765903,-0.18358617,0.18758138,0.6807176
-0.9555464,-1.5574667,0.04384023,-0.86730915,-0.7639661,-0.6560431,1.4922663,-1.2171967,0.88719505
-0.22557119,-0.84635025,0.5210218,-0.40285805,0.46478686,-0.5514057,-0.07612076,-1.4333324,0.7897355
0.5554275,0.24054305,0.6038694,1.1035327,-0.5662667,-0.020499276,-1.0169683,-1.3183103,0.36589193
0.9634774,0.27641112,-0.40557036,0.020468334,0.6069617,1.0790635,0.5272683,1.5340565,0.7983942
0.95162004,1.1695569,0.6344993,-0.3283517,0.9090158,0.0771994,-1.5699095,0.023696234,0.7167996
0.7922824,-0.68248224,0.34772286,-0.3327127,0.8158631,-0.87262195,-1.358824,0.48819125,0.42668548
1.1386172,0.9906775,0.22550757,-1.1811097,-0.20247805,-1.1011487,1.4679083,-1.1779668,0.82995415
-1.0291262,-1.3184067,0.578436,1.1195887,0.8536488,-1.4921204,1.3818367,-1.2416453,0.6208465
-1.4926249,0.11893469,-0.4251255,0.18650378,1.2828869,0.6519561,-0.84951067,0.01411869,1.3565147
0.069939725,-1.342723,-0.13469636,0.2190558,0.39025104,1.0710114,-0.8898416,-0.0025230064,1.1253365
-1.2476779,0.38279238,-0.21053793,0.5336177,1.2442131,-1.1862587,-0.87734216,-0.65975755,1.0165396
0.5383022,0.5879308,0.07664663,1.3945324,0.16287044,-4.924914e-06,-0.797779,0.47403494,0.8610295
-0.18148091,-0.9106921,-0.4354083,-0.5831155,-0.8830502,-1.359544,0.6126199,-0.085213766,0.77199006
1.5438097,-1.3428746,1.2659862,0.3059951,-0.19636954,-1.2276953,-1.0671253,1.5271562,0.30111822
