17.93,44.63,1003.54,87.41,458.96
16.34,42.28,1008.08,52.8,463.29
25.97,70.32,1007.48,57.01,435.27
6.77,38.18,1017.8,81.13,484.31
8.64,39.69,1001.57,98.27,473.55
23.35,47.01,1015.03,73.9,456.3
26.74,69.89,1013.96,51.82,436.02
7.26,41.22,1014.86,97.82,488.75
14.04,40.83,1008.98,82.04,469.75
7.08,39.99,1010.55,91.44,482.83
6.06,43.65,1014.36,83.94,480.74
30.08,68.14,1003.99,77.38,425.27
28.37,68.12,1012.41,45.87,436.42
9.26,40.11,1024.38,74.82,460.72
12.82,46.18,1018.53,88.46,466.06
12.68,41.16,1020.09,83.32,464.93
14.5,53.82,1016.81,62.89,464.27
26.71,70.72,1010.3,78.18,438.72
11.54,45.51,1017.19,83.02,474.73
18.04,44.85,1015.13,48.4,463.31
23.67,72.24,1011.22,90.45,435.94
22.49,71.29,1008.24,75.8,442.58
16.85,39.64,1008.82,80.81,464.2
10.22,37.83,1005.94,93.53,471.79
18.58,49.25,1019.92,60.24,452.94
9.26,41.66,1016.87,73.32,483.51
10.97,40.6,1015.0,87.59,478.69
23.62,73.67,1007.0,90.8,438.33
27.31,65.12,1016.05,45.98,440.06
5.35,35.57,1027.12,80.81,488.65
23.34,59.14,1017.47,78.91,439.6
14.73,40.35,1011.15,65.2,470.03
23.34,63.73,1012.1,79.11,443.68
27.19,64.96,1006.71,73.99,428.79
12.33,37.73,1022.46,59.3,470.11
10.37,39.04,1023.95,81.93,479.35
27.6,69.34,1009.63,71.58,440.6
15.48,53.82,1016.1,64.77,462.69
27.32,73.42,1012.07,86.3,432.74
28.32,47.93,1003.26,54.5,439.5
25.57,62.96,1019.92,58.34,444.81
15.12,39.16,1006.55,76.99,463.78
13.75,41.49,1019.9,88.23,469.02
10.36,43.67,1011.95,78.15,477.23
24.85,58.05,1011.5,70.12,444.53
22.18,45.09,1014.04,43.13,455.4
14.49,41.92,1030.3,56.62,463.81
10.38,40.71,1025.27,80.87,481.3
10.05,41.58,1021.35,95.19,469.03
28.72,76.86,999.31,71.74,431.74
