18896.1,5426.81,0.28719,253.446,2569470.2,312.171,5738.41,329.0,21.2595,2.694
15276.4,4719.89,0.30896,210.696,2120368.8,252.806,5330.34,293.0,24.6758,1.563
7340.55,2520.45,0.34335,70.2254,1008046.75,100.8,3238.75,19.0,38.0271,2.67
6263.33,2094.72,0.33444,59.5549,900939.06,82.7302,3229.37,23.0,38.8484,10.665
8010.96,2196.8,0.27422,89.2178,1136522.6,112.157,3546.53,96.0,36.7026,2.145
8500.97,2084.0,0.24514,84.4129,1209062.5,112.461,3807.44,20.0,35.4612,3.459
6964.28,1763.42,0.2532,73.2654,921934.5,96.0392,3465.43,78.0,37.6546,1.755
14265.5,4639.79,0.32524,183.39,1971458.8,223.271,4301.16,41.0,25.8537,2.655
6970.1,2641.54,0.37898,62.2468,1010602.1,94.875,3224.66,29.0,38.8883,1.309
7873.61,2343.63,0.29765,72.194,1099179.4,111.621,4038.91,15.0,37.1748,6.931
11792.0,4113.57,0.34884,118.485,1654278.6,178.305,4549.77,77.0,33.09,4.318
7853.51,1649.22,0.20999,76.398,1120333.6,108.622,4043.58,104.0,34.9478,1.057
8249.04,2010.41,0.24371,57.8896,1177707.8,84.0514,3236.36,49.0,37.4219,14.691
12965.3,3525.4,0.27191,164.937,1799006.5,194.612,5104.8,65.0,28.5742,2.071
10099.6,2843.58,0.28155,117.192,1388326.6,142.365,4204.42,124.0,32.7318,2.344
11409.2,2924.91,0.25636,140.838,1565900.1,160.708,4486.63,88.0,31.2702,2.048
5897.64,1615.76,0.27396,63.2884,739078.2,90.4028,3098.48,29.0,39.4408,2.216
20599.2,7440.34,0.36119,257.566,2841539.2,348.471,5716.76,100.0,23.0953,7.071
7051.71,2215.86,0.31423,55.2234,918245.6,112.983,5515.15,21.0,39.7195,6.023
5181.03,985.12,0.19013,52.9516,732501.44,69.4558,2850.19,58.0,40.4317,1.199
7313.7,2669.4,0.36498,60.6246,1042264.4,106.956,3606.49,50.0,39.1134,13.014
14196.8,4281.06,0.30155,126.351,2003055.8,189.486,4881.03,68.0,28.4483,10.758
5078.49,1482.33,0.29188,48.2055,705548.6,63.3015,2002.76,15.0,43.4,2.157
7311.6,1634.34,0.22352,86.6227,1016373.44,105.487,3865.33,20.0,36.1932,1.332
8178.83,2070.17,0.25311,67.6477,1164589.8,97.979,3376.81,17.0,38.9757,11.359
8695.21,3792.71,0.43618,86.0444,1160440.2,144.436,3609.81,54.0,36.5127,16.15
13030.9,4592.21,0.3524,142.63,1798078.8,227.448,4126.5,99.0,31.5512,18.352
9927.32,3626.35,0.36528,96.3556,1409452.6,136.375,3836.57,93.0,35.1193,15.317
11844.7,3311.12,0.27954,156.662,1652737.8,203.13,4599.24,70.0,29.9517,4.142
7519.87,3312.39,0.44048,67.0072,1003934.94,124.993,3054.32,67.0,38.8287,15.43
6323.83,1248.35,0.1974,58.4575,876565.2,82.5995,2984.89,30.0,38.2824,4.108
7047.08,2112.83,0.29981,57.3185,1028939.0,84.6657,3384.08,14.0,38.1457,14.105
7275.45,2481.54,0.34108,66.3425,1030994.56,95.1512,4120.72,51.0,37.5102,16.832
6473.58,1593.43,0.24614,70.2872,854957.7,88.8042,3436.3,78.0,37.5518,1.209
6941.88,2293.15,0.33033,58.2374,957592.0,93.1184,3279.81,33.0,38.4104,4.81
6003.77,1866.35,0.31086,59.771,814233.44,79.5982,2409.71,15.0,40.9616,3.637
7485.37,1829.08,0.24435,66.9145,1031854.75,105.353,3598.41,26.0,37.333,1.79
7843.9,1450.94,0.18497,79.8131,1084237.8,84.7731,3303.0,62.0,38.3366,16.341
8048.11,2314.39,0.28756,73.1602,1175877.9,109.514,3092.26,15.0,37.6667,2.658
12757.3,5088.17,0.39884,146.098,1856077.5,300.971,4525.94,193.0,54.7551,20.531
6771.18,1461.14,0.21578,56.4224,911724.06,81.6925,2528.59,37.0,38.7735,13.06
5840.53,964.96,0.16521,55.3865,809911.0,66.6202,2378.05,32.0,41.702,13.212
6332.49,1474.5,0.23284,57.7281,835717.6,70.3709,3211.35,30.0,38.6524,8.596
8222.98,2546.85,0.30972,93.3864,1169588.9,106.597,3989.8,25.0,35.6886,1.754
7874.63,1950.66,0.24771,71.977,1047567.25,98.7366,3575.61,90.0,38.2514,12.01
11379.8,5216.74,0.45842,163.54,1570902.2,232.698,4674.14,105.0,29.4609,15.624
6867.8,2053.23,0.29896,65.1966,964197.2,87.4607,3573.18,35.0,37.6901,1.909
7808.61,2591.33,0.33185,79.4871,1077096.2,102.222,3697.96,41.0,35.8837,3.048
7479.68,2231.01,0.29827,64.1658,1024890.25,107.635,3283.33,43.0,38.7533,11.513
11398.2,4023.77,0.35301,135.343,1573837.9,162.29,4886.32,83.0,29.0248,3.73
12200.4,4949.19,0.40565,158.346,1700069.0,217.837,4442.47,132.0,30.9327,14.764
5201.62,997.05,0.19168,42.7931,751676.6,61.1715,2188.85,79.0,42.8024,0.683
8220.35,3505.46,0.42643,78.7591,1166886.6,132.382,3407.13,41.0,37.749,4.572
13264.0,4291.84,0.32357,163.829,1840705.5,195.152,4864.09,90.0,28.3643,4.976
13542.8,3997.97,0.29521,149.2,1866390.5,202.012,4647.8,31.0,29.6775,2.876
