0.76,661.5,416.5,122.5,7.0,5.0,0.25,3.0,36.52,37.29
0.76,661.5,416.5,122.5,7.0,3.0,0.4,2.0,40.15,40.4
0.64,784.0,343.0,220.5,3.5,2.0,0.25,4.0,16.99,19.65
0.79,637.0,343.0,147.0,7.0,2.0,0.0,0.0,28.52,37.73
0.79,637.0,343.0,147.0,7.0,5.0,0.25,2.0,38.98,45.97
0.62,808.5,367.5,220.5,3.5,5.0,0.4,5.0,16.64,16.03
0.62,808.5,367.5,220.5,3.5,2.0,0.4,4.0,16.44,17.1
0.86,588.0,294.0,147.0,7.0,4.0,0.1,1.0,26.37,27.03
0.62,808.5,367.5,220.5,3.5,5.0,0.4,2.0,17.15,16.99
0.62,808.5,367.5,220.5,3.5,3.0,0.25,4.0,14.61,15.56
0.74,686.0,245.0,220.5,3.5,4.0,0.1,3.0,10.35,13.65
0.66,759.5,318.5,220.5,3.5,3.0,0.1,4.0,11.42,14.67
0.74,686.0,245.0,220.5,3.5,2.0,0.4,2.0,14.54,16.43
0.69,735.0,294.0,220.5,3.5,5.0,0.25,1.0,12.72,15.78
0.82,612.5,318.5,147.0,7.0,4.0,0.1,4.0,23.59,27.57
0.64,784.0,343.0,220.5,3.5,4.0,0.1,3.0,15.12,19.37
0.98,514.5,294.0,110.25,7.0,4.0,0.1,4.0,24.04,26.18
0.66,759.5,318.5,220.5,3.5,4.0,0.25,5.0,12.78,15.8
0.69,735.0,294.0,220.5,3.5,5.0,0.4,1.0,14.42,17.2
0.71,710.5,269.5,220.5,3.5,2.0,0.25,3.0,12.41,14.92
0.62,808.5,367.5,220.5,3.5,2.0,0.1,5.0,12.59,14.24
0.74,686.0,245.0,220.5,3.5,2.0,0.4,5.0,14.41,16.69
0.9,563.5,318.5,122.5,7.0,5.0,0.4,4.0,36.57,36.1
0.79,637.0,343.0,147.0,7.0,5.0,0.1,3.0,36.7,34.29
0.62,808.5,367.5,220.5,3.5,4.0,0.1,4.0,13.0,14.28
0.9,563.5,318.5,122.5,7.0,4.0,0.4,1.0,36.66,35.92
0.86,588.0,294.0,147.0,7.0,5.0,0.1,3.0,26.46,27.4
0.64,784.0,343.0,220.5,3.5,3.0,0.25,1.0,17.35,21.19
0.82,612.5,318.5,147.0,7.0,2.0,0.25,5.0,25.7,26.53
0.69,735.0,294.0,220.5,3.5,2.0,0.25,4.0,12.91,15.37
0.76,661.5,416.5,122.5,7.0,3.0,0.25,2.0,36.28,37.35
0.79,637.0,343.0,147.0,7.0,5.0,0.4,1.0,41.67,46.94
0.86,588.0,294.0,147.0,7.0,3.0,0.1,4.0,25.37,31.76
0.79,637.0,343.0,147.0,7.0,5.0,0.4,5.0,40.79,44.87
0.9,563.5,318.5,122.5,7.0,4.0,0.1,2.0,28.83,29.36
0.66,759.5,318.5,220.5,3.5,3.0,0.4,3.0,15.18,17.63
0.71,710.5,269.5,220.5,3.5,2.0,0.0,0.0,6.37,11.27
0.66,759.5,318.5,220.5,3.5,5.0,0.0,0.0,7.1,12.14
0.64,784.0,343.0,220.5,3.5,5.0,0.1,1.0,15.21,19.32
0.64,784.0,343.0,220.5,3.5,5.0,0.1,4.0,15.16,19.48
0.71,710.5,269.5,220.5,3.5,5.0,0.0,0.0,6.4,11.67
0.71,710.5,269.5,220.5,3.5,5.0,0.1,3.0,10.7,13.87
0.76,661.5,416.5,122.5,7.0,2.0,0.4,2.0,40.78,39.48
