29.33,64.84,1010.76,53.32,443.15
25.03,60.84,1017.69,59.23,441.58
10.92,40.92,1021.84,83.03,467.05
27.56,66.93,1016.81,55.59,444.1
29.05,68.24,1007.88,42.67,433.92
21.12,49.15,1021.29,52.9,456.92
13.18,40.03,1017.75,82.29,470.88
7.33,41.16,1023.17,92.43,466.16
21.12,47.24,1003.79,70.55,462.41
25.96,71.64,1003.84,86.83,432.93
25.13,51.95,1005.42,62.05,447.7
28.53,76.86,999.08,75.77,431.64
16.98,43.99,1021.65,81.17,456.07
27.71,74.34,998.14,71.85,434.2
19.8,57.25,1010.84,88.9,451.75
23.1,66.05,1020.28,80.62,439.03
29.1,77.95,1010.01,71.48,431.28
33.7,68.27,1007.16,50.41,427.4
8.94,41.74,1022.55,90.74,483.53
25.1,71.77,1004.34,82.8,429.7
18.89,63.09,1018.47,84.85,450.0
19.08,41.1,1001.96,62.77,458.94
21.94,57.5,1014.64,78.52,451.1
30.74,73.67,1005.79,57.89,428.92
30.35,71.32,1009.17,64.61,434.62
5.28,42.07,1003.82,80.84,485.24
26.12,63.94,1017.97,44.81,441.46
28.94,62.26,1010.64,50.41,436.04
10.78,41.93,1015.56,95.71,478.88
6.5,41.14,1028.15,86.78,480.96
23.1,51.3,1011.93,80.05,452.17
14.24,39.99,1009.3,83.75,466.2
30.56,69.14,1007.49,71.0,432.26
9.06,39.3,1019.73,84.23,480.41
30.46,66.75,1017.81,54.48,432.45
29.34,74.34,998.58,81.55,430.57
21.01,60.1,1010.93,78.6,450.99
6.05,42.85,1013.09,91.88,485.02
20.47,63.07,1012.79,88.67,451.71
23.17,62.39,1008.04,89.42,439.29
20.56,60.08,1017.79,78.08,452.8
7.28,40.67,1020.16,72.7,493.3
22.56,47.43,1006.72,54.82,448.65
25.69,72.43,1006.86,86.38,429.99
20.86,63.73,1008.54,96.83,440.42
10.68,37.92,1009.59,65.05,474.03
17.41,40.55,1003.91,76.87,461.47
7.32,41.22,1015.42,97.25,484.21
12.03,41.58,1015.09,90.43,464.02
7.68,42.85,1012.51,91.51,479.16
24.2,60.95,1014.82,59.42,448.43
28.51,74.78,1009.84,59.06,434.43
7.32,41.26,1010.11,95.18,482.1
6.22,38.68,1017.87,69.41,483.55
11.35,38.91,1017.93,83.45,474.22
27.31,65.12,1016.05,45.98,440.06
7.65,40.67,1020.14,72.37,491.1
22.38,71.85,1009.56,74.91,441.47
11.56,40.43,1025.48,74.75,489.54
26.02,74.78,1010.04,72.78,439.82
27.01,63.78,1016.72,47.89,442.6
23.74,52.3,1008.88,76.34,444.4
17.85,48.14,1017.16,86.68,451.9
15.56,41.04,1025.8,64.81,457.11
29.81,73.67,1005.6,60.91,430.67
9.08,36.18,1020.24,68.37,477.26
31.74,67.32,1013.69,36.59,436.17
26.03,64.44,1012.75,62.24,445.89
21.46,74.87,1009.23,86.58,445.5
25.86,60.32,1015.91,53.37,446.58
16.17,41.79,1005.78,78.8,454.72
30.72,71.58,1009.98,50.39,430.46
22.53,62.39,1007.84,86.4,450.08
19.51,44.05,1008.52,78.38,451.7
13.66,41.67,1013.43,80.56,469.17
28.56,74.22,1007.45,69.6,434.54
14.76,40.71,1017.37,71.07,465.58
14.68,41.23,998.43,83.71,469.25
29.39,69.89,1013.92,47.36,434.27
21.53,70.02,1010.33,95.95,440.93
28.66,74.93,1014.04,51.26,440.79
14.85,45.87,1009.37,84.65,462.67
20.53,49.16,1007.11,90.02,444.69
26.53,69.71,1009.88,76.26,446.17
26.18,69.84,1005.13,72.89,431.69
19.08,44.63,1020.05,41.07,455.95
24.41,73.67,1007.39,86.92,435.56
22.59,59.43,1005.85,84.02,442.0
22.29,45.01,1012.4,51.58,449.08
7.53,41.16,1023.19,91.28,475.7
18.88,65.94,1010.43,85.54,445.61
24.3,69.23,1013.17,59.91,440.56
24.04,51.95,1006.13,73.92,450.07
26.2,72.24,1011.3,78.29,432.65
18.77,49.39,1021.06,82.95,454.53
21.24,50.32,1008.54,84.83,447.32
13.83,41.23,993.31,93.94,466.2
14.48,40.83,1009.42,81.74,469.64
26.16,67.9,1005.81,61.02,444.06
15.56,41.1,1003.55,76.92,464.42
24.47,75.23,1012.43,75.25,441.07
5.95,35.57,1025.84,77.61,487.72
14.87,38.28,1014.65,80.24,467.29
21.99,42.48,1011.77,74.04,456.65
15.33,37.2,1013.4,78.99,466.81
12.31,41.06,1021.19,74.38,475.76
23.45,69.05,1003.03,66.41,440.24
20.67,57.5,1014.42,81.89,453.29
23.64,60.95,1014.92,64.91,447.86
22.19,62.96,1019.54,67.96,453.03
25.62,63.13,1013.84,83.49,439.13
24.17,48.41,1008.46,76.19,442.62
11.52,40.03,1017.56,87.87,472.31
22.44,58.16,1017.28,63.68,452.71
13.56,42.34,1017.95,93.83,462.6
15.34,41.23,996.87,86.56,465.16
11.84,40.05,1014.54,86.78,473.82
8.06,39.96,1024.23,94.48,476.03
25.95,65.61,1014.36,52.54,443.88
26.3,69.05,1005.37,41.7,438.12
26.12,63.31,1013.97,51.6,439.77
25.52,67.17,1007.33,85.12,440.02
20.95,70.72,1009.96,87.73,445.66
28.6,71.22,1003.15,58.33,443.01
15.68,43.7,1015.09,58.96,470.29
7.84,41.39,1018.21,91.92,485.66
24.16,66.05,1016.45,73.27,443.75
8.51,34.69,1026.96,75.34,481.83
4.96,45.87,1007.32,98.78,481.88
15.64,38.28,1014.39,76.93,466.51
27.13,59.54,1004.33,73.27,438.32
26.82,69.05,1004.62,40.0,437.42
22.86,62.4,1010.59,78.24,445.66
21.54,66.54,1004.99,92.87,440.8
15.46,42.07,1017.9,81.12,459.15
20.06,44.9,1008.79,70.06,448.51
31.94,69.98,1013.32,56.17,432.03
26.76,70.98,1007.64,90.51,437.83
4.7,39.9,1007.45,91.02,487.78
16.75,36.99,1006.42,87.18,464.18
10.9,41.93,1014.96,96.24,477.93
22.26,44.89,1009.51,78.93,447.07
23.25,56.9,1006.82,76.37,442.76
14.35,46.18,1016.63,87.76,461.74
17.46,62.1,1019.96,83.99,451.06
13.17,38.52,1018.5,83.77,468.82
23.97,44.57,1007.35,62.71,448.17
32.0,71.85,1008.44,53.59,427.95
15.95,42.24,1017.71,69.32,465.35
30.58,70.04,1010.4,48.16,431.59
31.0,71.77,1006.29,48.56,431.07
21.47,60.77,1018.06,85.73,444.02
24.31,65.94,1011.5,61.61,442.69
12.84,40.8,1026.95,69.86,475.59
27.18,71.06,1008.16,86.32,430.66
34.61,73.03,1013.61,36.91,438.56
9.54,41.17,1019.79,65.61,481.18
8.84,42.49,1010.28,89.09,481.58
25.89,59.22,1013.4,80.17,445.75
33.15,68.51,1012.9,51.91,428.89
9.75,42.49,1010.57,83.63,480.35
22.79,68.63,1012.99,55.78,446.16
22.16,65.48,1017.22,70.51,446.0
18.8,47.83,1005.86,76.77,453.9
14.09,43.99,1021.02,94.39,468.09
17.4,63.09,1020.84,92.58,453.0
26.07,69.23,1013.32,54.03,436.94
28.32,71.64,1004.73,72.71,436.31
16.37,43.5,1021.26,72.4,459.18
24.22,61.86,1013.39,80.11,442.65
11.98,39.35,1014.97,98.05,472.43
27.08,62.91,1011.9,62.58,442.91
16.77,49.39,1018.61,95.86,459.38
19.54,44.57,1007.19,78.93,450.54
27.35,60.75,1008.98,67.56,435.14
14.95,43.52,1022.43,94.75,464.98
20.51,68.08,1012.73,78.05,445.96
26.45,69.13,1001.53,89.64,427.5
19.51,66.51,1015.28,80.75,448.04
13.08,39.82,1012.27,85.21,476.96
28.14,43.21,1011.82,69.32,436.53
10.38,43.02,1013.37,78.53,474.44
19.97,59.14,1016.05,70.58,450.06
11.12,44.92,1025.58,93.52,470.82
32.05,77.24,1008.06,67.09,432.49
14.36,41.26,1021.16,73.43,462.25
28.64,69.23,1013.11,37.13,434.4
23.6,65.48,1017.44,61.26,444.38
12.15,38.78,1013.34,95.05,474.15
9.98,41.62,1013.56,95.77,463.16
24.43,60.07,1015.59,59.99,444.71
14.81,40.71,1018.54,73.0,467.66
10.32,40.35,1011.64,84.05,481.51
25.04,66.48,1004.12,63.01,433.83
24.74,69.13,1010.69,90.08,431.24
15.28,48.14,1012.55,69.65,460.75
30.49,64.44,1013.43,51.73,438.09
9.37,44.77,1020.61,87.31,474.41
10.09,41.01,1019.89,96.55,471.15
16.98,63.09,1020.44,95.18,450.55
21.96,59.8,1016.72,72.6,452.48
9.05,40.67,1015.57,75.48,486.55
26.96,73.68,1013.81,84.77,429.48
22.07,60.08,1017.68,71.23,452.56
20.52,43.79,1015.9,68.1,463.93
13.63,43.22,1012.71,72.85,464.62
23.44,72.24,1011.28,88.03,438.34
18.51,50.9,1012.95,82.71,459.11
22.4,68.31,1009.52,83.5,446.91
21.97,58.12,1014.21,85.93,448.91
16.05,43.14,1010.67,79.36,463.06
10.06,34.69,1027.9,71.73,477.68
21.53,59.8,1016.46,74.72,454.99
5.68,40.77,1022.49,90.6,487.58
21.43,46.97,1013.94,61.25,457.68
21.78,68.28,1001.0,79.3,443.24
17.29,44.06,1016.24,77.56,461.38
27.83,69.04,1009.69,63.79,443.24
16.38,55.5,1019.8,82.44,464.58
26.92,67.25,1017.74,61.68,434.05
31.25,74.34,999.06,69.85,432.22
15.79,49.15,1020.62,76.22,465.62
24.67,63.56,1013.75,67.56,446.3
27.12,70.32,1009.94,52.67,429.08
7.64,42.28,1008.49,83.42,483.74
28.47,69.23,1013.18,40.73,434.12
14.86,44.85,1016.19,67.43,468.87
31.88,66.44,1009.25,64.06,427.83
13.38,40.89,1010.48,92.55,472.15
22.63,58.41,1013.69,90.32,445.43
24.5,58.66,1011.54,57.92,451.03
15.67,45.17,1018.73,94.74,462.09
18.22,58.2,1017.09,81.92,451.04
15.22,41.35,1003.12,95.45,464.56
23.92,63.21,1012.52,86.51,445.26
13.34,41.79,1011.48,86.66,461.12
15.06,41.85,1016.78,88.23,466.72
14.51,41.79,1009.72,80.62,459.14
19.46,47.03,1013.9,88.86,460.57
24.07,71.97,1008.83,94.87,441.84
26.68,62.91,1012.33,60.78,441.04
26.58,70.98,1008.96,77.36,434.41
6.91,39.37,1019.58,71.02,488.2
20.51,39.72,1002.25,47.97,452.39
