-1.595859050750732422e+00 -5.652284622192382812e+00
1.003697395324707031e+00 3.565459728240966797e+00
1.196983337402343750e+00 -2.730474472045898438e+00
-7.578110694885253906e-01 -1.087810993194580078e+00
-2.944457054138183594e+00 -3.065712165832519531e+01
1.393894195556640625e+00 1.659355354309082031e+01
2.003517150878906250e-01 -1.039994716644287109e+00
-1.466765403747558594e+00 -5.501689910888671875e-01
-2.705654621124267578e+00 -1.294118118286132812e+01
-1.552138805389404297e+00 -2.056339979171752930e+00
-2.718538284301757812e+00 -2.307211875915527344e+01
3.192757606506347656e+00 3.434096527099609375e+01
-3.626008510589599609e+00 -4.865716171264648438e+01
-2.973131179809570312e+00 -2.687337493896484375e+01
-2.703533172607421875e-01 -1.279755711555480957e+00
-1.805141448974609375e+00 7.735276222229003906e-01
-1.547394275665283203e+00 1.340798950195312500e+01
1.827895641326904297e+00 2.540840148925781250e+01
2.023192882537841797e+00 6.123838424682617188e+00
-8.106184005737304688e-02 -7.660557627677917480e-01
-3.351682186126708984e+00 -2.875229454040527344e+01
-2.991907119750976562e+00 -2.575655555725097656e+01
2.400925636291503906e+00 1.304234886169433594e+01
-1.361479282379150391e+00 1.499116230010986328e+01
2.321274280548095703e+00 1.250634288787841797e+01
-3.479228496551513672e+00 -3.844720077514648438e+01
-8.636336326599121094e-01 1.168701648712158203e+01
5.910921096801757812e-01 3.441075086593627930e+00
7.715616226196289062e-01 6.432476997375488281e+00
-6.195607185363769531e-01 -4.168225228786468506e-01
2.841668128967285156e+00 3.076129531860351562e+01
-3.968143939971923828e+00 -6.423609924316406250e+01
-1.563230991363525391e+00 -4.374555587768554688e+00
2.447400093078613281e-01 1.398451685905456543e+00
1.750499725341796875e+00 3.949273824691772461e+00
1.600657939910888672e+00 5.582814693450927734e+00
1.875366687774658203e+00 8.615580558776855469e+00
-3.241624832153320312e-01 8.704450607299804688e+00
-2.423725128173828125e+00 -1.058279037475585938e+01
1.954380035400390625e+00 5.908521652221679688e+00
3.577320098876953125e+00 5.019530868530273438e+01
-3.332076072692871094e-01 1.217838954925537109e+01
5.442504882812500000e-01 -6.369698643684387207e-01
2.398427486419677734e+00 2.528152465820312500e+01
2.403632164001464844e+00 1.155849552154541016e+01
2.240648269653320312e-01 1.827569723129272461e+00
3.370224952697753906e+00 4.781923675537109375e+01
-3.578386306762695312e-01 1.521784901618957520e+00
-7.791280746459960938e-01 1.146934890747070312e+01
5.631999969482421875e-01 1.354320907592773438e+01
-6.197857856750488281e-01 -1.950624227523803711e+00
-3.050771236419677734e+00 -2.885913085937500000e+01
5.629410743713378906e-01 -9.904372692108154297e-01
3.225308895111083984e+00 3.217072296142578125e+01
3.625444412231445312e+00 4.523612213134765625e+01
