3.665386915206909180e+00,1.000000000000000000e+00
1.983183860778808594e+00,1.000000000000000000e+00
2.321694374084472656e+00,1.000000000000000000e+00
3.638215780258178711e+00,1.000000000000000000e+00
2.928892612457275391e+00,1.000000000000000000e+00
3.240358829498291016e+00,1.000000000000000000e+00
3.333746194839477539e+00,1.000000000000000000e+00
3.379058361053466797e+00,1.000000000000000000e+00
2.244604587554931641e+00,1.000000000000000000e+00
2.371026992797851562e+00,1.000000000000000000e+00
3.711079597473144531e+00,1.000000000000000000e+00
3.559535264968872070e+00,1.000000000000000000e+00
2.913216352462768555e+00,1.000000000000000000e+00
3.821912527084350586e+00,1.000000000000000000e+00
2.953084230422973633e+00,1.000000000000000000e+00
2.400935888290405273e+00,1.000000000000000000e+00
2.873818159103393555e+00,1.000000000000000000e+00
3.084171056747436523e+00,1.000000000000000000e+00
2.591211795806884766e+00,1.000000000000000000e+00
1.861254811286926270e+00,1.000000000000000000e+00
2.640157699584960938e+00,1.000000000000000000e+00
3.660487890243530273e+00,1.000000000000000000e+00
3.718578338623046875e+00,1.000000000000000000e+00
4.747905254364013672e+00,1.000000000000000000e+00
3.615415334701538086e+00,1.000000000000000000e+00
2.197063684463500977e+00,1.000000000000000000e+00
3.323456287384033203e+00,1.000000000000000000e+00
3.455368041992187500e+00,1.000000000000000000e+00
3.447823524475097656e+00,1.000000000000000000e+00
2.161754131317138672e+00,1.000000000000000000e+00
3.858569383621215820e+00,1.000000000000000000e+00
4.086427211761474609e+00,1.000000000000000000e+00
3.122821807861328125e+00,1.000000000000000000e+00
3.595334529876708984e+00,1.000000000000000000e+00
4.206974029541015625e+00,1.000000000000000000e+00
3.389705896377563477e+00,1.000000000000000000e+00
2.889089107513427734e+00,1.000000000000000000e+00
3.714323043823242188e+00,1.000000000000000000e+00
2.760166883468627930e+00,1.000000000000000000e+00
2.498305082321166992e+00,1.000000000000000000e+00
3.718986749649047852e+00,1.000000000000000000e+00
2.561346054077148438e+00,1.000000000000000000e+00
4.981320858001708984e+00,1.000000000000000000e+00
3.344014406204223633e+00,1.000000000000000000e+00
3.917215585708618164e+00,1.000000000000000000e+00
1.726224660873413086e+00,1.000000000000000000e+00
3.880416154861450195e+00,1.000000000000000000e+00
2.282613754272460938e+00,1.000000000000000000e+00
2.970065116882324219e+00,1.000000000000000000e+00
3.125921010971069336e+00,1.000000000000000000e+00
3.260575532913208008e+00,1.000000000000000000e+00
2.215461969375610352e+00,1.000000000000000000e+00
2.794742107391357422e+00,1.000000000000000000e+00
3.940743207931518555e+00,1.000000000000000000e+00
3.096773386001586914e+00,1.000000000000000000e+00
2.579041719436645508e+00,1.000000000000000000e+00
2.538488149642944336e+00,1.000000000000000000e+00
3.268125057220458984e+00,1.000000000000000000e+00
2.948937892913818359e+00,1.000000000000000000e+00
3.354075431823730469e+00,1.000000000000000000e+00
2.970817804336547852e+00,1.000000000000000000e+00
4.160371780395507812e+00,1.000000000000000000e+00
2.612896919250488281e+00,1.000000000000000000e+00
